data_rate,sciname,booleanFlag,probability_confidence,decimal_float_field,status_code_data,var_162,integer,percentile,stock_rsu_grant_22,probabilityConfidence,memory_usage_data,raw_binary_value,decimal_float,attr_619,median_val,investment_account,power_6,var_fxiq,cin90,customer_histogram_bin,decimalFloat,c_234,histogram_bin_14,encoding_14,length,imageEmbedding,median,standardDeviation,m_f,STANDARD_DEVIATION,meta_inte,median_2,IMAGE_EMBEDDING,arithmetic_mean,CORRELATION,user_billing_account,p_177,VERSION_NUMBER,stddev,STOCK_TICKER,x_co,col_um,titlePrefix,integer_30,cache_duration,fact_latitude,tenant_identifier_raw,clock_time,billing_acct,PROBABILITY_CONFIDENCE,featureVector,percentile_2,histogram_bin_raw,col_378,binary_value_field,channel,type,histogram_bin,schedule_plan_6,DECIMAL_FLOAT,species,user_iata_code,CITATION,p_wor,word_embedding_val,raw_scientific_name,BONUS_VARIABLE_PAY,schema,mlg61,probval,imgemb,trend_growth_rate,word_embedding,dialing_code,zskgui18,numeric_range,v_107,integer_field,p_ord,confidence,raw_mean_average,genericIdentifier,jomn72,integer_2,dim_cron_specification,SIZE_DIMENSION_CATEGORY,customer_probability_confidence,batch_id
4938,H2O,false,0.6548,3957.9572,pending,-6.61%,5998,61.03,112 shares @ $398.79,0.863,38.6,1,6052.2002,"[-0.1708, -0.2724, -0.2274, -0.5568, 0.5311, 0.6333, -0.5789, 0.7023]",44.2084,INV-894072,5422.4,0,"[0.4568, 0.4418, 0.4239, 0.9775, 0.1835, 0.0879, 0.8135, 0.7574]",7.1,-601.2342,05/28,47.45,ASCII,65.18,"[0.4659, -0.3844, 0.5277, 0.4102, -0.7846, -0.8721, -0.7087, -0.0018]",60.8524,26.2977,Unisex,14.6168,7493,-84.2774,"[0.8409, -0.0207, -0.1958, 0.7098, 0.0949, -0.7479, -0.3877, -0.4594]",27.5989,0.2755,BILL-402316,36-70,3.18.51,45.1985,PWB,"[7.63, 66.25]",CC BY 4.0,Mrs.,5656,88 days,64.885923,tenant-049,19:47:27,BILL-706857,0.4154,"[0.6498, 0.7409, 0.127, 0.4218, 0.8368, 0.5464, 0.8416, 0.2596]",8.01,38.54,-0.7651,0,Email,Trial,95.88,Weekly on Monday,7359.8469,C6H12O6,UPF,Lewis et al. (2008),"[0.2048, 0.891, 0.267, 0.1093, -0.5484, 1.5089, -0.0344, -0.6879]","[0.7336, 0.325, -0.3191, -0.7893, -0.7352, 1.7915, 0.953, -1.4772]",H2O,"$33,111",RFC 3339,15.8,0.7752,"[-0.3462, -0.3122, -0.4801, -0.6936, 0.6269, -0.4787, -1.5825, 0.8351]",7.96%,"[0.8848, -0.2773, -0.8677, 1.0365, -0.0184, 0.4257, -1.6551, -0.0263]",+33,-21.5,44-63,Fe2O3,8367,698,0.8465,-25.2522,8dd0ad87-ab78-4aba-b0fd-7b29dc4f06b2,7505.3318,2571,31 13 * * 1-5,S,0.8501,batch-20200924-58
6655,C6H12O6,0,0.1864,30.5389,approved,-46.13%,8134,85.28,3722 shares @ $328.92,0.4147,15.2,0,2700.7628,"[1.2633, -0.0927, -0.1919, -0.8633, 0.0683, 0.4961, -0.1802, -0.4557]",-71.1713,INV-231012,36537.8,1,"[0.3822, 0.0507, 0.6342, 0.6385, 0.882, 0.7212, 0.5578, 0.8395]",19.44,5641.7397,05/28,67.19,UTF-16,474.02,"[0.1482, 0.1611, -1.0735, 0.6754, -0.6729, 0.323, 1.1893, -0.1662]",97.4616,38.0475,Male,46.8542,61,-78.5524,"[0.6437, 0.1285, 0.788, -0.3311, 0.1813, 0.1311, -0.2225, -0.1511]",-73.9376,-0.8682,BILL-988025,40-69,4.18.67,32.0268,IH,"[37.25, 74.1]",BSD-3-Clause,Prof.,7518,231 days,80.380101,tenant-032,20:40:58,BILL-755759,0.0762,"[0.0602, 0.3277, 0.4392, 0.7321, 0.0527, 0.7148, 0.1078, 0.6651]",25.95,62.84,0.7043,1,Chat,Premium,21.81,Every 15 minutes,4469.4984,Fe2O3,JKF,Rodriguez et al. (2020),"[-0.8042, -1.1613, 1.3504, -1.6148, -1.465, -2.5989, 0.1882, -0.0537]","[1.9377, 0.0825, -0.1901, -0.992, -1.7509, 0.0908, 1.6098, 0.1258]",C6H12O6,"$22,849",POSIX,72.8,0.2673,"[-0.4002, -0.0879, 0.8766, -0.6619, 0.2407, 0.1385, -0.0625, 0.11]",46.84%,"[0.6513, 1.0652, 0.7335, -0.232, 0.0636, -2.4773, 0.7567, 1.621]",+44,37.7,11-52,Homo sapiens,7902,857,0.8515,65.482,994269ac-379f-4abf-838c-3e0249f0ed06,7963.6058,7128,"40 1 * * 0,6",M,0.311,batch-20190703-99
5961,Fe2O3,0,0.5528,-926.1358,rejected,19.85%,215,40.75,4475 shares @ $68.86,0.866,76.5,0,5207.4856,"[-0.1275, -0.5452, -0.1744, -0.7101, -0.1587, -0.2754, -0.0859, 0.3961]",-76.492,INV-671876,8517.0,0,"[0.5595, 0.442, 0.995, 0.4863, 0.4096, 0.387, 0.7099, 0.9902]",11.93,7933.778,01/29,67.46,UTF-8,306.84,"[-0.7262, 0.157, -0.4127, 0.359, 0.2945, -0.1312, 0.775, -0.4338]",30.2257,7.3538,Female,28.6611,6210,24.3329,"[0.2595, 0.0874, -0.6024, -0.2858, -0.1092, -1.0664, 0.2361, -0.1335]",-77.8358,-0.7916,BILL-316367,28-54,4.7.37,17.5413,MF,"[24.89, 60.92]",Proprietary,Ms.,7621,102 days,83.237819,tenant-043,14:06:12,BILL-696423,0.3559,"[0.2417, 0.2549, 0.3739, 0.7437, 0.5359, 0.7257, 0.4977, 0.6222]",23.94,13.7,-0.8068,1,Social Media,Enterprise,53.53,Weekly on Monday,3540.5636,Fe2O3,NJQ,Thompson et al. (2002),"[1.041, -0.0125, 1.2893, -0.9224, -0.5585, -0.8098, -0.8087, 1.0632]","[0.662, -0.7504, -1.7019, 1.2929, 1.0497, -0.3691, -1.4585, 0.1727]",NaCl,"$1,175",IEEE 754,38.73,0.4698,"[-0.7003, 0.765, -1.0998, -0.0164, 0.5953, -0.4908, 0.0521, 0.019]",-0.76%,"[-0.6997, 0.1396, -0.9419, -0.563, -0.6964, -1.0431, -1.0554, -0.7262]",+81,35.2,0-80,E. coli,7931,37,0.9692,-17.6968,bab62249-395f-4223-bbd9-26d57e534597,734.9348,2419,53 17 * * 1-5,M,0.1127,batch-20240119-23
6798,E. coli,true,0.5309,-926.4433,approved,-14.24%,6782,28.59,266 shares @ $217.57,0.6791,45.4,1,6476.6614,"[0.5472, -0.6393, -0.1696, -0.6858, -0.4572, 0.0374, 0.1824, -0.9115]",-71.7995,INV-533146,16829.6,0,"[0.1739, 0.0701, 0.8726, 0.8993, 0.067, 0.6936, 0.7514, 0.1571]",41.23,6706.4499,04/25,56.24,UTF-8,372.08,"[1.5326, -0.6397, 0.2785, 0.5062, -0.2293, 0.2333, 1.331, -0.204]",-28.6515,45.081,Male,2.1225,2274,-40.84,"[1.1649, -0.7812, -0.2595, 0.3108, 1.326, 0.4109, -0.3668, 1.0657]",-93.5214,-0.9603,BILL-742925,48-66,0.7.79,31.0589,ZJO,"[21.23, 67.98]",Proprietary,Mr.,2350,126 days,65.025943,tenant-022,18:55:47,BILL-249070,0.3695,"[0.8207, 0.2803, 0.7834, 0.1986, 0.0965, 0.5865, 0.9153, 0.9713]",70.98,67.8,-0.0517,1,Web,Trial,20.2,Weekly on Monday,5787.7147,Fe2O3,RFV,Walker et al. (2002),"[0.4532, -0.1769, -0.1281, 0.1084, 0.1719, -1.4597, 0.0453, -0.5632]","[-1.4873, -1.4585, -0.5606, -1.5143, -1.739, 0.0558, -2.1665, 0.6119]",Homo sapiens,"$33,541",ISO 8601,17.4,0.5223,"[-0.8089, 0.1209, 0.0641, 0.3646, 0.3997, 0.5778, -0.0175, -0.136]",-29.02%,"[0.0722, -0.2366, -0.3768, -0.7712, -0.7096, -1.0316, -0.8207, 0.0979]",+33,39.9,49-100,H2O,9770,153,0.2296,70.7229,25ea1315-d188-46d9-baa3-d7fb56a0ddd4,3397.681,1584,"6 10 * * 0,6",XXL,0.0043,batch-20190724-27
6147,Homo sapiens,false,0.7489,4995.7421,cancelled,39.47%,4252,89.79,4694 shares @ $397.78,0.9113,12.2,0,3857.442,"[0.1257, -0.9913, 0.4478, -0.4076, -0.1096, 0.389, 0.1544, -0.8727]",55.0298,INV-218265,7979.0,0,"[0.2979, 0.5049, 0.4603, 0.223, 0.5074, 0.1841, 0.5838, 0.1032]",39.86,8620.8527,08/28,88.34,Latin-1,486.59,"[0.5926, 0.4202, 1.0531, -0.6282, -0.1919, 0.08, 0.5353, 0.1655]",3.4757,8.9955,Male,4.7931,7489,-89.5263,"[0.2466, -0.4276, 0.1306, -0.0947, -0.0413, 0.4428, -0.3075, -0.1674]",-2.1228,0.9166,BILL-705574,39-72,4.4.35,14.5805,WR,"[8.51, 86.71]",GPL-3.0,Mrs.,9009,263 days,24.424442,tenant-038,22:32:44,BILL-278144,0.0185,"[0.3459, 0.4589, 0.1003, 0.9123, 0.2884, 0.7593, 0.5145, 0.9478]",88.07,23.72,0.3902,1,Email,Standard,16.06,Every 15 minutes,4068.0677,H2O,BSS,Rodriguez et al. (2008),"[1.5355, 1.3894, 1.2312, -0.7096, -0.2784, -1.7664, -1.0986, -1.1959]","[1.4331, -1.5683, -0.2881, 0.4061, -0.2199, -0.4466, 0.0, -1.0564]",H2O,"$41,130",POSIX,50.21,0.9134,"[-0.5643, 0.7379, -0.3183, 0.4977, -0.5461, -0.112, 0.2059, -0.3669]",-11.6%,"[-0.1724, 1.2555, -0.1507, -0.447, -0.7383, -0.1495, 0.3608, -0.1047]",+91,36.0,28-90,Fe2O3,1600,836,0.8039,-71.9568,38a610f1-7a15-4991-a9ce-684e79f109d5,3417.8216,2618,17 0 * * 1-5,M,0.8906,batch-20211029-96
1855,C6H12O6,no,0.7314,5379.0849,active,47.91%,7276,98.62,673 shares @ $51.36,0.376,58.3,1,7950.3481,"[0.9543, -0.2353, -0.9245, -0.129, 0.1591, 0.2192, 0.1497, 0.4434]",75.2169,INV-383843,18734.8,0,"[0.4276, 0.9844, 0.8205, 0.4657, 0.26, 0.727, 0.7237, 0.5332]",4.76,-36.0732,04/28,25.3,ISO-8859-1,102.48,"[-0.6481, -0.4368, 0.2856, 0.5442, -0.5101, 0.4824, 0.3395, -0.5746]",92.1568,47.4517,Unisex,17.7856,3449,-79.243,"[-0.5007, 0.2286, -0.4043, -0.6441, 0.3062, -0.1565, 1.1966, -0.1489]",-53.9504,0.0365,BILL-669473,49-81,4.17.80,45.652,YPS,"[24.74, 80.52]",GPL-3.0,Hon.,7602,208 days,64.713992,tenant-018,07:09:36,BILL-510922,0.1937,"[0.8753, 0.7043, 0.6599, 0.646, 0.9225, 0.7161, 0.061, 0.341]",87.29,0.4,0.313,0,Mobile,Trial,17.63,Monthly on 1st,4821.1676,NaCl,PGQ,Brown et al. (2014),"[0.4609, -0.0584, 0.3193, 1.4273, -1.0516, 0.8292, 0.762, 0.3021]","[-0.9944, -1.0515, -1.8801, 0.5974, -0.5871, 1.5546, -1.1771, 0.8465]",NaCl,"$21,830",W3C Date,40.92,0.9527,"[-0.9446, -0.2052, -1.0126, -0.0533, -0.742, 0.437, -0.4079, -0.2166]",-21.55%,"[0.1203, 0.8465, -0.0475, 0.9461, -1.6603, 0.1733, 0.5742, 0.6826]",+61,6.9,7-83,NaCl,1447,327,0.8196,72.6902,48910d61-d694-46fe-b408-22501cba8339,9741.0877,8273,"7 3 * * 0,6",XS,0.9998,batch-20240820-47
6063,Homo sapiens,1,0.7081,8862.0613,active,-37.45%,7849,61.49,4190 shares @ $315.1,0.7903,76.0,1,8760.4526,"[-0.543, -0.3814, 0.0567, 0.2195, -0.9811, -0.6076, -0.419, -0.5603]",-15.337,INV-862290,10404.4,0,"[0.1121, 0.4478, 0.2601, 0.126, 0.7916, 0.1949, 0.0567, 0.3993]",60.39,3710.6865,09/27,65.23,UTF-8,734.63,"[-0.1988, 0.2688, 0.0477, 1.0024, 0.5048, -0.6059, 0.228, 0.5188]",77.3832,35.2163,Female,10.7824,605,48.2296,"[-0.1504, -0.2592, -0.0103, 0.4024, 0.5774, 0.6354, -0.5551, 0.2949]",-17.9045,0.9027,BILL-816846,45-82,1.15.67,24.8296,IF,"[13.06, 94.53]",CC BY 4.0,Hon.,5223,235 days,-88.459254,tenant-023,21:33:35,BILL-319771,0.5782,"[0.4909, 0.6253, 0.5027, 0.3776, 0.87, 0.803, 0.4456, 0.7205]",13.52,64.01,0.2974,1,Mobile,Free,36.76,Daily at 2am,4114.4861,H2O,UYL,Brown et al. (2007),"[-0.9088, -0.77, -0.0365, -1.0804, -0.9126, 1.1522, -1.1755, 2.0511]","[-1.9087, 0.4289, -0.5892, -0.0073, -1.5484, -1.5609, -0.0656, 1.323]",Homo sapiens,"$14,915",POSIX,76.73,0.6889,"[-0.1371, -0.7029, -0.591, -0.3736, -0.0347, -0.3173, 0.2784, -0.4821]",-46.39%,"[1.2809, -0.3972, -0.3094, -0.4588, 0.9114, -0.1629, 1.5217, -0.4629]",+86,-27.6,9-81,Fe2O3,9536,599,0.0334,-41.1955,7a8811fb-22b9-4b54-8bf6-b5e268cadfda,2697.1455,5338,10 5 * * 1-5,XL,0.5461,batch-20200205-34
830,H2O,yes,0.4293,9068.4534,completed,-47.65%,924,62.86,981 shares @ $138.02,0.7009,18.7,0,5961.9593,"[-0.4011, -0.2712, 0.5539, -0.537, -0.0874, -1.0885, -0.4464, -0.806]",-63.0424,INV-409990,30739.9,1,"[0.545, 0.5258, 0.4855, 0.864, 0.4076, 0.8691, 0.115, 0.9461]",68.13,7433.0722,08/28,3.04,UTF-16,840.67,"[0.137, -0.1618, -0.4045, 0.1622, -0.2991, 0.3521, -0.128, -0.2779]",-37.3131,22.7959,Male,5.2655,4207,3.3789,"[0.0721, -0.2493, 1.1526, -0.179, 0.1107, 0.4918, -1.0701, -0.4852]",-67.8087,0.1376,BILL-839397,13-94,4.16.34,1.0132,ZVM,"[25.04, 83.86]",CC BY 4.0,Hon.,8405,125 days,-83.185711,tenant-023,02:46:26,BILL-685881,0.6462,"[0.8009, 0.9982, 0.2332, 0.3165, 0.0805, 0.4929, 0.8669, 0.9074]",68.78,34.68,-0.9831,1,Email,Premium,21.07,Monthly on 1st,-299.7438,H2O,GAZ,White et al. (2024),"[-1.0841, -2.2312, 0.4382, -0.1595, 0.4547, -0.1604, 1.4791, -0.1611]","[-0.9169, -0.6363, -0.7603, 0.2568, 0.7407, -0.7322, 0.8576, -1.568]",NaCl,"$40,660",IEEE 754,27.72,0.3839,"[-0.186, 0.0559, 0.3864, -0.2998, 0.0537, 0.3738, -0.0051, 0.6138]",35.63%,"[0.4488, 1.7799, 0.6035, -0.4279, -0.8141, 0.2415, 1.3258, -0.2212]",+81,33.9,24-85,E. coli,931,343,0.3062,12.3194,3cdbaacf-34c8-482e-919c-b44a19223f42,-328.9723,2687,"19 0 * * 0,6",XXL,0.0608,batch-20251213-40
3546,C6H12O6,1,0.4827,-166.2994,cancelled,-36.78%,9197,40.12,1292 shares @ $386.34,0.4966,82.5,1,8493.6833,"[-0.9899, -0.2414, -0.1655, -0.1356, 0.2416, -0.6218, -0.3368, 1.1052]",-13.219,INV-304623,9840.2,1,"[0.2321, 0.2967, 0.6536, 0.0345, 0.8144, 0.8028, 0.8562, 0.0139]",56.24,7669.5948,06/29,33.91,ASCII,354.72,"[0.3265, -0.1041, 0.4152, -0.2054, 0.6097, 0.4194, 0.2943, 0.2212]",-45.11,10.6005,Male,22.0246,9065,-79.1121,"[-0.8936, -0.2898, -0.6018, -0.5773, 0.7753, 0.9717, 0.3581, 0.8611]",-93.6322,0.3418,BILL-734921,44-65,4.13.74,39.5818,KHC,"[7.37, 64.41]",Proprietary,Prof.,701,150 days,8.476565,tenant-023,21:14:07,BILL-748801,0.6912,"[0.9953, 0.0863, 0.352, 0.84, 0.8568, 0.3174, 0.5551, 0.078]",75.51,87.5,0.118,1,Mobile,Basic,93.36,Every 15 minutes,7846.7862,Fe2O3,HZW,White et al. (2024),"[-0.0259, 2.2083, -0.217, -1.6814, -1.8563, -1.5307, -0.5238, 0.5956]","[0.4801, -0.2483, 0.9064, 0.3377, -1.4268, 0.5412, 0.9333, 0.5121]",Homo sapiens,"$35,127",W3C Date,44.83,0.8768,"[-0.1139, 0.0193, 0.1087, 0.2595, 0.0502, -0.3714, 0.1249, 0.1815]",35.27%,"[1.0553, -0.1127, -0.1362, 0.6641, 0.2191, -1.6076, -0.3075, 0.5172]",+81,-24.2,25-58,NaCl,877,443,0.1389,97.6115,d74aeb04-1226-4abb-8061-d956aa3a6843,5770.059,6077,"20 15 * * 0,6",M,0.4846,batch-20250419-78
7162,E. coli,false,0.9163,7626.3611,cancelled,36.2%,4155,16.25,851 shares @ $88.26,0.4399,17.5,0,6376.7017,"[0.46, 0.1892, 0.1108, 0.2934, -0.3823, -0.6863, -0.0275, -0.4276]",-81.5315,INV-531657,15650.2,0,"[0.369, 0.4533, 0.1917, 0.6223, 0.7668, 0.4727, 0.1835, 0.7726]",11.32,4122.4711,08/28,97.11,UTF-8,838.09,"[-0.5806, 0.3272, -0.2296, -0.2494, -0.1708, -0.5277, -0.2042, 0.6968]",-86.8542,36.4888,Male,46.1837,8925,63.4976,"[-0.1896, 0.2327, 0.5683, 1.0215, -0.0611, 0.8701, -0.3923, 0.5389]",0.2496,0.679,BILL-182920,49-68,4.12.70,49.4845,QX,"[19.59, 80.92]",MIT,Mrs.,1528,364 days,-20.199849,tenant-035,09:23:35,BILL-404932,0.6436,"[0.7815, 0.7673, 0.7523, 0.6743, 0.5623, 0.8372, 0.8499, 0.2139]",98.26,53.98,-0.1642,1,Phone,Basic,43.13,Weekly on Monday,479.7862,E. coli,PUQ,Rodriguez et al. (2012),"[-0.4616, -0.4578, -0.7795, 0.3169, 0.9823, 0.4222, -0.2505, 0.2267]","[1.0827, -0.2367, 0.384, -0.2629, -0.1261, -0.2213, 0.8669, 0.7634]",Homo sapiens,"$3,519",ISO 8601,51.1,0.7332,"[0.0449, -0.2376, -0.7634, -0.0468, -1.1245, -0.7888, 0.0932, 0.0717]",48.38%,"[0.3514, 0.0769, 0.2536, -0.1644, 1.1489, 0.2334, 0.7873, 0.354]",+86,9.9,20-63,NaCl,9478,935,0.9915,65.3466,8f1bf5e1-7fc7-4ab3-a50e-e30cf453c7e4,8688.6783,4002,17 8 * * 1-5,S,0.9943,batch-20250729-77
7401,E. coli,false,0.3783,4392.6405,completed,-42.21%,3411,73.33,4980 shares @ $200.09,0.6416,16.7,1,2155.6401,"[1.1772, -0.1757, -0.0292, -0.3854, -0.1432, -0.4023, -0.0303, 0.0771]",21.6895,INV-240560,44664.1,1,"[0.9025, 0.244, 0.3284, 0.9761, 0.78, 0.217, 0.0248, 0.1938]",60.56,7529.6967,10/26,5.22,UTF-16,275.33,"[0.0262, -0.7495, -0.3221, -0.565, -0.0508, -0.3377, 0.164, -0.2172]",-39.2016,38.5049,Unisex,30.441,4637,27.0071,"[-0.086, -0.1297, -0.4199, 0.2853, 0.9636, -0.3341, 0.0725, 0.4498]",9.463,0.3778,BILL-728820,20-81,1.11.18,26.614,YA,"[0.06, 67.12]",Proprietary,Mr.,6024,355 days,-20.4884,tenant-024,00:18:12,BILL-288714,0.6907,"[0.2533, 0.5459, 0.2892, 0.5338, 0.1397, 0.3109, 0.1036, 0.4324]",16.71,27.2,-0.3153,1,Email,Premium,44.15,Weekly on Monday,5834.6144,Fe2O3,SYK,Anderson et al. (2011),"[-0.1883, -0.0508, -0.5904, -0.6289, -1.1612, -0.6891, -2.1794, 2.1372]","[0.1611, -0.2838, -0.1092, 0.8932, 0.5365, 1.115, 0.52, -0.31]",C6H12O6,"$2,659",IEEE 754,77.78,0.62,"[-0.4522, 0.5039, -0.5638, -0.9294, 0.3846, -0.4032, -0.3562, 1.3815]",-13.94%,"[0.8138, 0.0845, 0.927, -0.4673, 0.0921, 0.7857, 1.0933, 1.1582]",+55,-37.4,47-63,C6H12O6,4566,840,0.9824,81.0663,579e5199-87c3-438b-bd4c-862ce217d33b,5652.7989,3809,"36 15 * * 0,6",XS,0.2567,batch-20221015-93
5687,Homo sapiens,true,0.8054,8062.1496,inactive,35.61%,3401,38.01,4152 shares @ $260.74,0.7441,96.6,0,2157.569,"[0.6717, -0.2085, -0.5335, -0.005, -0.3149, -0.5904, 0.1071, -0.8731]",-1.9541,INV-220236,14297.3,0,"[0.3607, 0.2096, 0.8079, 0.7908, 0.6914, 0.3711, 0.7442, 0.3272]",48.71,2919.3686,08/26,36.04,UTF-16,421.39,"[-0.4192, 0.1613, 0.4846, -0.3526, -1.171, -0.7087, -0.3493, -0.5372]",88.2885,36.5501,Male,22.6549,2399,-13.0662,"[0.8057, 0.3914, 0.0171, -0.2342, 0.1531, -0.6606, 0.6523, -0.7956]",-35.5235,0.8476,BILL-172580,0-88,4.8.45,40.0193,RHIT,"[5.51, 99.53]",CC BY 4.0,Dr.,6700,70 days,81.770779,tenant-013,17:16:00,BILL-541481,0.7922,"[0.5084, 0.4304, 0.6077, 0.0734, 0.6366, 0.2136, 0.5421, 0.7098]",77.71,54.27,-0.3022,0,In-Store,Free,84.95,Daily at 2am,8484.7577,C6H12O6,GMQ,Brown et al. (2001),"[0.5304, 0.4939, -1.4882, -0.1463, -0.7329, -1.3684, 0.6924, -0.5008]","[-1.1821, -0.8311, 0.1718, -0.031, -0.632, -0.1394, -1.5081, 2.0675]",H2O,"$9,185",ISO 8601,43.48,0.019,"[-0.1169, -0.7233, 0.1309, 0.4602, 0.3772, 0.0049, -0.0234, -0.3289]",31.74%,"[-1.1539, -1.0241, -0.5108, 0.2529, 1.3135, -0.5166, -1.2622, 0.2189]",+91,-31.0,20-55,NaCl,3011,282,0.7289,80.5685,29b70445-1f45-43e2-a031-1cc7176d7051,5720.72,7514,31 3 * * 1-5,XXL,0.6375,batch-20231117-03
2148,Homo sapiens,1,0.5988,2603.4281,rejected,48.5%,1577,36.97,873 shares @ $289.09,0.331,22.8,0,6042.7324,"[-0.2468, -0.3046, 0.2867, -0.954, -0.7399, 0.257, 0.1186, 0.4309]",29.4067,INV-845229,15714.1,0,"[0.0549, 0.3414, 0.2085, 0.5504, 0.4768, 0.3242, 0.6042, 0.3506]",3.23,1560.1585,12/27,51.65,UTF-8,276.87,"[0.1163, -0.211, 0.1502, -0.039, -1.0666, -0.6238, -0.1417, -0.8516]",10.0845,13.5228,Male,31.2266,6770,24.0893,"[0.7853, -0.5619, -0.5034, 0.2104, -0.92, -1.0691, -0.1975, -0.0276]",-4.003,-0.7495,BILL-342238,37-68,5.11.44,15.2255,MVAU,"[12.59, 86.28]",GPL-3.0,Mr.,8028,358 days,60.947687,tenant-023,00:56:57,BILL-644080,0.3621,"[0.6195, 0.7987, 0.0192, 0.5608, 0.459, 0.2641, 0.6731, 0.835]",25.72,44.98,0.002,1,In-Store,Trial,18.44,Daily at 2am,8834.652,H2O,FPA,Miller et al. (2001),"[1.2112, 0.2012, 2.0454, 0.3114, 0.863, -0.7377, -0.2371, 0.1237]","[1.1209, -0.5855, 0.427, 0.8494, -0.5768, 0.0142, 2.1335, -1.4214]",Fe2O3,"$47,089",ISO 8601,47.43,0.9592,"[0.062, 0.2065, -0.5893, 0.0884, -0.3506, -0.5717, -0.9139, -0.1641]",-13.62%,"[-0.3648, -0.6935, 1.0242, 1.1, 0.5483, 1.2498, -0.8189, -0.6551]",+49,-33.1,0-91,H2O,968,280,0.1172,66.4317,df667a93-8410-47e8-b960-09b481755eb1,3849.946,7989,"22 7 * * 0,6",S,0.6209,batch-20180212-96
9868,H2O,true,0.6086,1948.421,rejected,24.84%,6209,29.1,2276 shares @ $275.02,0.1601,3.4,0,7131.8809,"[-0.2879, -0.2473, 1.2906, 0.0455, -0.7386, 0.5499, 0.0462, -0.4603]",-4.5102,INV-616065,38242.6,1,"[0.5296, 0.024, 0.4959, 0.5103, 0.7226, 0.654, 0.7007, 0.311]",40.56,1374.5028,12/28,41.7,UTF-8,470.34,"[-0.5042, 0.683, -0.6351, -0.4671, -0.1223, 0.6489, 0.4498, -0.3342]",-77.7067,17.6141,Male,15.001,2864,56.8068,"[-0.0885, 0.1708, -0.3505, 0.0101, 0.3585, -0.1068, 0.1509, -0.4533]",76.2794,-0.8974,BILL-938476,44-84,1.7.51,25.5627,SO,"[23.68, 95.5]",Proprietary,Prof.,3825,284 days,8.142245,tenant-042,04:50:56,BILL-317283,0.1572,"[0.3995, 0.8638, 0.6402, 0.3929, 0.7915, 0.9455, 0.6184, 0.731]",98.62,73.7,0.3022,0,Mobile,Enterprise,3.27,Daily at 2am,5511.9863,Homo sapiens,JNR,Thomas et al. (2022),"[1.2044, -0.1562, 0.9101, 0.292, -0.1937, -2.0261, -0.1703, 1.1193]","[-0.9703, -0.0107, -0.1004, 0.1055, -0.3511, -0.513, 0.6073, -0.1722]",Fe2O3,"$10,179",POSIX,30.1,0.6971,"[-0.3646, 0.4093, 0.4921, 0.2202, 0.6246, 0.2612, 0.6691, 0.4794]",10.06%,"[-0.154, 0.8759, -1.3053, -0.4264, 1.8588, -0.4212, -0.4703, 0.3355]",+81,-23.9,31-88,E. coli,8602,206,0.1803,-3.0396,a1841337-eb73-4070-8940-4fb092bf4d7b,9881.0965,7315,45 6 * * 1-5,XXL,0.8446,batch-20210108-13
3729,Fe2O3,yes,0.1356,1352.6006,active,-34.94%,7776,80.03,2358 shares @ $347.78,0.0522,67.0,0,2532.2067,"[-0.0173, 0.0529, -0.3877, 0.3874, -0.6223, 0.3086, 0.498, -0.1293]",8.9506,INV-143384,33937.4,0,"[0.0478, 0.1518, 0.4215, 0.2184, 0.5797, 0.4347, 0.5461, 0.8457]",28.5,2981.4293,11/28,64.44,UTF-16,344.35,"[-0.2273, -0.0924, 0.8959, 0.0851, -0.3808, 0.2351, -0.2234, -0.8834]",72.9215,31.2706,Unisex,44.8642,6465,-95.1954,"[0.0551, 0.5036, 0.5193, -0.4028, -0.3993, 0.0855, 0.1322, -0.1432]",53.896,-0.3621,BILL-230317,50-64,2.6.35,30.7399,ABSG,"[25.45, 78.63]",MIT,Mrs.,5272,205 days,-14.62491,tenant-022,07:09:27,BILL-562799,0.5484,"[0.068, 0.1188, 0.6402, 0.7005, 0.9207, 0.1166, 0.9848, 0.1336]",45.04,95.0,0.3186,1,Social Media,Enterprise,54.98,Weekly on Monday,2222.1469,Homo sapiens,FNQ,Brown et al. (2025),"[-0.5941, -0.1253, 1.2122, -0.8585, -0.4774, -0.2916, 0.1545, 0.0029]","[0.6382, 0.6537, -0.5407, -0.1848, 0.0018, -1.4992, -3.2149, -1.7877]",E. coli,"$21,302",RFC 3339,77.01,0.2497,"[-0.4972, -1.0264, 0.0619, -0.2267, 0.2366, 0.2209, 0.2708, -0.327]",15.74%,"[-0.0419, 0.1239, 0.8738, 0.4961, 0.6144, 0.4938, 1.8916, 1.2697]",+86,34.4,45-80,E. coli,5749,573,0.4615,21.1507,89548de1-2d38-456f-ad35-76f50c93ace0,3887.426,5176,"2 0 * * 0,6",L,0.987,batch-20180922-60
