weqmx1,employee_id_14,v_binar,integer,marital_status,deletedat,c_rrp,p_stmm,ci,CORRELATION,meta_forma,currency_name,INTEGER,numeric_range_raw,rbhac26,user_median,numeric_range,v_pu,median_22,corr,user_cas_registry_number,dim_brow,features,citation_val,deleted_at,intval,retentionPolicy,numericRange,jqtxw10,standard_deviation,v_dec,c_std_d,STANDARD_DEVIATION,DECIMAL_FLOAT,data_lineage_data,gtin,wordEmbedding,internal_communication_data,field_4,src_payment_method,WORD_EMBEDDING,cron_schedule_30,f_433,col_997,c_proto,apiKeyToken,src_schema_table_name,wordemb,image_embedding,attr_mgp,relative_humidity,meta_hist,col_561,col_corre,col_122,mean,histogram_bin_field,var_sj,TREND_GROWTH_RATE,trend,check,int,ENERGY,raw_feature_vector,histogram_bin,epyjvh96,scientificName,var_129,severity_level_6,tstamp,v_sci,percentile_val,dim_correlation,mean_2,correlation_30,phoneFormatPattern,meta_mari,float,raw_file_path,HISTOGRAM_BIN,f_xv,d_url_,mom,caption,stddev,sciname
8536.3039,EMP17087,1,8748,Single,2024-09-01T19:04:09Z,Tacos,40-59,"[39.75, 83.38]",-0.5532,RFC 3339,Euro,2191,19-90,Latin-1,59.9577,24-70,5.8403,18.6133,-0.539,11474-61-8,Edge,"[0.2132, 0.9665, 0.5945, 0.7994, 0.7985, 0.796, 0.2782, 0.3932]",Anderson et al. (2008),,270,7 days,21-73,_ga=9308147867.7501550,23.7221,1724.1155,38.2999,35.7902,3680.2612,curated.orders -> exports,4545229733168,"[0.1809, 1.4373, -1.3159, -1.5763, 0.2573, 0.059, 0.8785, 0.0667]",[INTERNAL] Q4 strategy review pending board approval,5.8,PayPal,"[-0.9271, 1.1854, -0.5446, -1.2453, -0.4722, 1.4527, 0.4167, 0.2151]",10 16 * * 1-5,0.6911,933,WebSocket,sk_6BhkHGWzpQLXVu6w1DcMuqcXlNxYzOH5,analytics.events,"[-0.1671, 1.4383, -0.1781, 0.0155, -1.7395, 0.8016, 0.6408, -0.7123]","[-0.2435, 0.2164, 0.2484, 0.1565, 0.0332, -0.8167, 0.9167, -0.0493]",YES,13.6,49.69,Brown et al. (2004),0.0226,30,-62.8976,13.4,°F,-5.34%,-13.06%,NOT NULL,366,17449.2,"[0.6912, 0.0946, 0.2467, 0.3047, 0.656, 0.4279, 0.2829, 0.7793]",36.32,6759.2085,NaCl,1.06,Critical,2019-03-19 20:28:57,C6H12O6,96.7,-0.6237,-99.9336,-0.8996,+1-XXX-XXX-XXXX,Divorced,7495.0577,/var/config/batch_884.log,27.97,NXB5TZYI4D6ODIWBT,https://example.com/users/1c131a22/profile,-25.45%,Figure 15: Overview,18.3407,H2O
4959.4343,EMP91152,0,7505,Married,,Pasta,23-62,"[0.31, 78.0]",-0.4199,IEEE 754,US Dollar,2220,1-70,UTF-16,-85.7187,48-94,-2.7301,98.1193,0.2082,42040-47-5,Safari,"[0.9655, 0.7297, 0.9421, 0.9117, 0.267, 0.996, 0.9287, 0.8564]",Harris et al. (2011),,8012,1 year,22-79,_ga=1732305292.3221032,49.7628,2346.5433,2.0213,26.2977,1279.2435,curated.orders -> analytics,9982339159845,"[-0.5888, 0.5551, 1.6429, 0.3989, 0.1035, -0.9527, -0.3108, -0.4478]",[INTERNAL] Q1 strategy review pending board approval,109.1,PayPal,"[0.2181, 0.6211, -0.866, 0.4557, -0.3098, -0.7071, 0.5926, 0.6291]",5 14 * * *,59.7947,838,WebSocket,sk_m8DTW1cPxbmktpZwmRkVC8y96UgS5tHc,sales.orders,"[0.9182, -1.3112, -0.191, -0.4459, 1.5875, -0.6918, 2.437, 0.5262]","[0.2071, 0.0828, 0.0927, -0.6088, 0.2103, -0.1061, -0.1375, 0.2364]",true,28.5,63.18,Lee et al. (2004),-0.9117,289,-54.836,40.34,L,-7.59%,29.56%,amount <= 10000,619,8701.4,"[0.8168, 0.3776, 0.4379, 0.6327, 0.9127, 0.7741, 0.1391, 0.8422]",63.48,3704.233,Fe2O3,85.93,Info,2024-05-28 01:10:34,Fe2O3,46.21,-0.4326,-75.0916,0.4924,+1-XXX-XXX-XXXX,Widowed,8749.4528,/var/logs/export_177.parquet,68.95,GG92PDS3VVLIKZ7F7,https://example.com/users/53594d13/profile,-6.58%,Figure 15: Timeline,12.8168,Fe2O3
9851.5796,EMP77771,1,8987,Divorced,,Pizza,23-91,"[24.22, 98.06]",-0.6051,W3C Date,British Pound,9232,32-51,UTF-16,-12.36,12-64,-73.3521,-71.4185,0.2414,84993-68-6,Opera,"[0.0756, 0.1929, 0.658, 0.9352, 0.0675, 0.9331, 0.2353, 0.2988]",Wright et al. (2015),2024-02-08T15:33:21Z,2735,30 days,36-96,_ga=6521273384.9474066,40.367,5051.0741,18.4779,9.9484,3390.1356,staging.orders -> reports,8212936392022,"[0.8794, -0.9026, -0.8359, -1.3657, -1.7626, -0.8924, 0.3163, 0.9168]",[INTERNAL] Q4 strategy review pending board approval,204.5,ACH,"[-0.8005, -0.1884, -0.8009, -1.3489, 0.1377, -0.4731, 0.5551, -1.1434]",8 12 * * *,-20.6335,310,HTTP,sk_vMIft9n68WtlYaO9LTRQ4Uk13xCFHvRc,public.users,"[-0.2071, -0.13, 1.3468, 1.0086, -1.0307, -1.5764, -0.4334, -0.0528]","[-0.4076, 0.2412, -0.4943, -0.2441, 0.4849, -0.1191, -0.6366, -0.0269]",true,64.1,66.13,Clark et al. (2021),-0.2952,272,95.4004,53.92,lb,-19.1%,-27.98%,"status IN ('active','pending')",130,17744.7,"[0.9196, 0.594, 0.844, 0.9885, 0.7926, 0.9944, 0.8786, 0.2301]",91.09,9881.4298,H2O,41.26,Medium,2025-09-25 10:02:09,E. coli,27.62,0.3969,35.301,-0.1129,+81-XX-XXXX-XXXX,Widowed,8262.6712,/var/exports/daily_584.csv,23.11,3KPKRJHRO0ZDJ6BGM,https://example.com/users/a2c53326/profile,49.98%,Figure 20: Overview,11.2722,C6H12O6
7215.085,EMP65421,1,2971,Single,2023-04-06T05:10:05Z,Pasta,9-83,"[27.57, 60.32]",0.4499,ISO 8601,Japanese Yen,4745,44-70,ISO-8859-1,-73.0046,42-79,-27.4681,34.7226,0.4229,49131-21-0,Brave,"[0.8005, 0.258, 0.5866, 0.4689, 0.8816, 0.0513, 0.5388, 0.0955]",Martinez et al. (2003),2026-10-14T22:02:56Z,5425,indefinite,31-89,_ga=9907944637.3713299,35.9302,-548.5204,25.6491,46.8435,6907.7518,staging.orders -> analytics,7006829159190,"[-0.046, -0.6779, 1.5786, 0.2934, 0.2549, 0.5085, 1.0297, 1.5357]",[INTERNAL] Q2 strategy review pending board approval,465.3,Wire Transfer,"[0.8374, -0.9677, 1.5988, 0.2816, -2.2292, -1.2947, 0.2164, 1.9852]","9 3 * * 0,6",16.057,309,HTTPS,sk_FO7k0GlHrhzXYTKiesHukJCozIP7KruO,sales.orders,"[0.3567, -0.5465, -0.7953, 0.112, -0.6529, -0.8714, -0.6995, -2.3997]","[-0.787, -0.2361, -0.1702, 0.3324, -0.7056, -0.3497, 0.9503, 0.3119]",YES,59.1,87.32,Martinez et al. (2023),-0.0574,641,-17.7814,56.75,lb,-21.2%,-25.56%,age >= 18,905,92171.5,"[0.2016, 0.2119, 0.3484, 0.9394, 0.4598, 0.4699, 0.217, 0.3471]",75.93,3249.1986,H2O,54.84,Medium,2022-09-27T09:05:25Z,H2O,91.84,-0.7091,-74.7303,0.7514,+44-XXXX-XXXXXX,Married,-55.7687,/var/config/batch_138.yaml,7.1,JALDNOBOR9YL88B6B,https://example.com/users/dd308209/profile,-33.52%,Figure 11: Timeline,12.1431,Fe2O3
9916.5006,EMP74710,1,1515,Single,,Pizza,11-98,"[32.9, 86.54]",0.1873,W3C Date,Swiss Franc,3264,41-78,ASCII,2.724,38-53,-70.3283,89.7371,0.2306,67392-55-6,Chrome,"[0.4744, 0.9747, 0.4271, 0.2352, 0.2826, 0.55, 0.1266, 0.543]",King et al. (2011),,5832,30 days,6-58,_ga=7649750231.7690176,36.7186,3302.2741,49.5304,39.6352,2246.2452,staging.events -> exports,9736611247741,"[-0.3896, -0.7264, 0.6057, -0.9456, -0.0473, -1.7364, -0.0472, 0.925]",[INTERNAL] Q1 strategy review pending board approval,288.8,ACH,"[0.3513, -0.736, 0.9863, -0.4686, -0.2781, 1.1654, 0.3093, 0.8184]",52 17 * * *,47.7631,286,WebSocket,sk_liOtvs4oymdObbns0ubA2Z5KUgdc2knB,analytics.events,"[0.1631, 0.11, -1.5187, -0.9277, -0.3969, 0.8815, -1.2981, 0.2085]","[-0.063, -0.8526, -0.1516, -0.8912, 0.8697, 0.0215, 0.031, -0.281]",true,99.2,65.95,Taylor et al. (2008),-0.5298,307,-49.4505,54.21,kg,19.05%,-33.82%,"status IN ('active','pending')",4350,63244.3,"[0.2827, 0.4646, 0.177, 0.6313, 0.3921, 0.182, 0.3171, 0.149]",99.43,737.78,H2O,7.32,Low,2023-09-06 17:04:25,C6H12O6,53.37,0.7413,-86.2936,0.228,+1-XXX-XXX-XXXX,Single,9144.5512,/var/logs/batch_316.log,90.71,4WX9O8VZH1VLVA6VF,https://example.com/users/cbe00cf2/profile,-42.78%,Figure 13: Timeline,15.956,H2O
2783.3932,EMP57879,1,5431,Married,2022-05-25 02:28:28,Salad,47-89,"[17.65, 99.46]",-0.1687,POSIX,Japanese Yen,72,6-99,UTF-8,72.0032,40-74,-84.9582,-26.8959,0.9227,54528-59-2,Chrome,"[0.8531, 0.6732, 0.1375, 0.8953, 0.3385, 0.426, 0.5158, 0.8137]",Taylor et al. (2001),,6856,7 years,42-60,_ga=2964332783.9337603,46.2165,3983.3699,23.9353,23.7121,6339.2921,staging.users -> exports,4287977636934,"[0.5236, -0.1748, -3.0918, 1.301, 0.0579, 2.1667, 1.3934, -1.9817]",[INTERNAL] Q3 strategy review pending board approval,83.5,Wire Transfer,"[-0.7922, -0.4458, -0.3824, -0.8952, -0.6109, 0.6603, -0.2794, 0.3331]",53 23 * * *,45.8092,456,gRPC,sk_n9aMppRtqKqbIMoFUTOgZdoG5riQU2Fj,sales.orders,"[0.8623, -0.0626, -0.7649, -0.3042, -0.9604, 1.2749, 1.2049, -1.2712]","[0.5869, 1.0451, -1.2596, -0.2581, 0.0601, 0.0775, 0.5701, 0.552]",YES,43.6,45.63,Lee et al. (2004),-0.1744,892,-24.0268,4.58,kg,-35.95%,-3.61%,"status IN ('active','pending')",6860,29673.6,"[0.9539, 0.9433, 0.6766, 0.2465, 0.8067, 0.3912, 0.859, 0.4234]",17.63,1745.6934,NaCl,20.44,Critical,2019-11-01 04:23:35,Fe2O3,68.52,-0.4654,-82.976,-0.2663,+81-XX-XXXX-XXXX,Single,2815.2598,/var/logs/export_416.csv,69.15,03ZFE305QSDCC9WOJ,https://example.com/users/273b082d/profile,-16.51%,Figure 3: Timeline,0.4654,H2O
2632.0,EMP25722,1,8130,Single,2025-01-17 14:12:56,Steak,3-96,"[24.92, 72.53]",0.7006,ISO 8601,Japanese Yen,9506,45-75,ASCII,66.1583,48-51,34.9313,-53.1895,-0.372,26517-16-3,Firefox,"[0.4347, 0.7669, 0.413, 0.7899, 0.7568, 0.2562, 0.8465, 0.6249]",Lewis et al. (2021),,874,7 days,26-53,_ga=2866247387.7264158,39.8297,2261.868,38.6791,20.7708,3564.4803,curated.orders -> exports,2674723901675,"[0.348, -0.1238, 0.2597, 0.2314, -0.2703, -0.0839, -0.3763, 0.2408]",[INTERNAL] Q4 strategy review pending board approval,291.9,Cash,"[1.7254, 0.6932, -0.3366, -0.4594, -0.4776, 0.197, -1.3913, 0.0796]",49 18 * * 1-5,32.7772,163,WebSocket,sk_xtJBdU7qmfEXWXDVPJsheDFYkiP4mbxx,hr.employees,"[1.465, 0.679, -0.8598, 2.7218, -0.4823, 0.8151, -0.9776, 0.2965]","[-0.0042, 0.0617, 0.2245, -0.0201, 1.1081, 0.6642, 0.0706, 0.0986]",NO,50.6,42.41,Harris et al. (2024),0.6267,272,-88.7057,91.19,m,-16.61%,14.19%,age >= 18,4081,26880.3,"[0.1672, 0.3407, 0.8676, 0.7964, 0.0474, 0.5879, 0.5995, 0.4919]",3.14,9737.2536,C6H12O6,84.97,Medium,2021-04-11T08:00:00Z,C6H12O6,30.86,-0.0229,79.9244,0.77,+1-XXX-XXX-XXXX,Widowed,2716.0711,/var/logs/daily_940.csv,12.71,MXAZQIPSWEUMCALW6,https://example.com/users/99f11aa0/profile,44.71%,Figure 20: Distribution,0.1458,Homo sapiens
5232.3283,EMP17264,1,1541,Married,,Pasta,19-98,"[17.78, 68.16]",0.64,W3C Date,Japanese Yen,2676,19-89,Latin-1,46.4086,49-80,9.7561,-95.3872,-0.1149,86384-15-1,Opera,"[0.8813, 0.8242, 0.8744, 0.8896, 0.8058, 0.9854, 0.3895, 0.28]",Robinson et al. (2001),,9963,7 years,5-81,_ga=8619730681.6830258,26.4382,4840.5109,6.7167,41.6696,7515.9172,curated.events -> analytics,3224299737613,"[2.4131, -0.7959, 0.1618, -0.119, -0.1776, -0.0451, 0.2052, -0.6895]",[INTERNAL] Q2 strategy review pending board approval,435.3,Check,"[1.4679, -0.1811, 0.9764, 0.3054, -1.136, 0.0797, -0.2647, -1.5329]",9 14 * * 1-5,-3.2405,432,HTTP,sk_6SpD302bZXxaTiAdz7pCHwpAVxwGbK3f,analytics.events,"[-0.3413, -0.3221, 0.1502, 0.2298, 0.1674, -0.4741, -1.1958, 1.3156]","[0.0182, 1.5192, 0.0085, -0.2408, 0.1219, -0.953, -0.0979, 0.0438]",NO,46.7,21.69,Garcia et al. (2020),0.2934,238,86.9432,99.5,°F,1.91%,34.1%,age >= 18,3304,14089.4,"[0.4774, 0.7212, 0.1461, 0.6526, 0.1072, 0.1331, 0.7865, 0.4034]",33.96,4203.3569,Fe2O3,38.7,Critical,2020-04-26T19:09:23Z,Homo sapiens,86.44,0.0958,-13.4609,0.4476,+81-XX-XXXX-XXXX,Divorced,8382.3109,/var/logs/daily_874.csv,29.88,AHT598T26RU3YPFTW,https://example.com/users/7153d882/profile,-10.86%,Figure 20: Timeline,18.4919,Fe2O3
4282.0566,EMP50523,1,7634,Divorced,,Steak,29-52,"[11.69, 83.43]",-0.5542,W3C Date,Euro,7957,0-64,ASCII,-26.5217,18-77,13.153,-86.8434,0.8571,8805-69-1,Firefox,"[0.3282, 0.7381, 0.6748, 0.9977, 0.857, 0.0907, 0.9894, 0.4336]",Martin et al. (2024),,5975,indefinite,12-63,_ga=5567252815.8021883,2.2513,3573.196,47.6759,40.4241,9998.1842,staging.orders -> reports,2643401113495,"[-0.1607, 1.8529, -1.4508, 0.7038, 1.424, -0.8798, 1.0845, -1.0373]",[INTERNAL] Q1 strategy review pending board approval,417.5,Cash,"[1.3928, -0.4852, 1.1955, -0.5629, 0.3428, 1.542, 0.2682, 1.3786]",21 23 * * *,-43.1099,549,MQTT,sk_sAXCmMZRjRN2jHOHZB7i3lnbhrnS7cvY,public.users,"[-0.0063, -0.9049, -0.632, -0.8428, 2.3599, -1.0116, -0.0682, 0.7505]","[-0.307, -0.2373, 0.2393, -0.442, -0.8724, 0.0272, -0.2009, -1.3888]",true,25.9,10.07,Garcia et al. (2017),0.5895,739,-97.2955,18.47,°C,-48.08%,-33.54%,NOT NULL,2681,690.1,"[0.2122, 0.462, 0.1367, 0.2747, 0.7446, 0.687, 0.8184, 0.3894]",67.15,9826.5393,C6H12O6,70.05,Medium,2021-04-23T11:11:00Z,H2O,13.48,0.7309,-76.6065,-0.375,+44-XXXX-XXXXXX,Married,648.4759,/var/config/daily_964.json,53.79,MBVNO5MXDEHEEE7H9,https://example.com/users/3ceeafc3/profile,-30.42%,Figure 4: Timeline,44.6992,Fe2O3
-87.9449,EMP85530,0,7716,Divorced,2020-06-12T08:02:35Z,Curry,4-52,"[0.68, 84.3]",0.1842,ISO 8601,British Pound,9852,23-93,UTF-8,24.6985,30-59,-58.2125,-9.8698,0.9379,91504-68-2,Firefox,"[0.4712, 0.8941, 0.3759, 0.8957, 0.147, 0.2023, 0.7697, 0.2491]",Clark et al. (2023),,8617,7 days,44-88,_ga=3839943373.8485318,44.1019,2695.6523,24.6508,24.0547,784.9062,raw.orders -> reports,5635553428956,"[2.9773, 0.4489, 1.0507, -0.9639, 0.2648, 0.1883, 1.902, -0.8718]",[INTERNAL] Q4 strategy review pending board approval,61.9,Credit Card,"[0.785, 0.6055, -0.7005, -0.1666, 0.0199, -1.6407, -1.4501, -0.1948]","49 14 * * 0,6",80.1887,740,FTP,sk_IS9bP4fiM0f2zvXfXMBF4sLJssCElScQ,public.users,"[-0.7735, -0.0556, -0.5833, 1.9802, -0.6987, -1.7959, 0.1045, -0.3579]","[-0.555, -0.3661, 0.0259, -0.1578, -0.5667, 0.6554, 0.2903, -0.4866]",true,17.4,47.51,Miller et al. (2026),0.4655,39,-16.9261,63.27,°F,5.06%,-25.97%,NOT NULL,8148,41099.6,"[0.9786, 0.3065, 0.6877, 0.4461, 0.0361, 0.6274, 0.7871, 0.4169]",90.6,5685.1695,H2O,77.42,Critical,2023-10-10 20:57:16,NaCl,55.21,-0.3848,-48.2806,-0.3143,+81-XX-XXXX-XXXX,Divorced,-271.5503,/var/uploads/batch_262.csv,91.34,3V3QYGL8PKN02D765,https://example.com/users/da3e770e/profile,14.24%,Figure 5: Overview,27.7722,E. coli
